,ID,Title,URL,Dates,Date Range,Description,Subjects_one,Subjects_two,Subjects_three,Subjects_four,Subjects_five,Subjects_six,Subjects_seven,Subjects_eight,Subjects_nine,Subjects_ten,Subjects_eleven,Subjects_twelve,Subjects_grouped,Location_one,Location_two,Location_three,Location_four,Location_five,Locations_grouped
396,9feaa30228bfc6e262feb91b956a9807," 'H.R. 990, in the House of Representatives December 18, 1889, read twice, referred to the Committee on Commerce and ordered to be printed : Mr. McComas introduced the following bill : a bill to regulate immigration' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990111897330203941,1889,1880-1890," 'Caption title.', 'At head of title: 51st Congress, 1st session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
397,a030fbed0d9a27f6026a67071be73e72," 'H.R. 8294, in the House of Representatives March 17, 1890, read twice, referred to the Select Committee on Immigration and Naturalization, and ordered to be printed : Mr. Stahlnecker (by request) introduced the following bill : a bill to prohibit objectionable foreign immigration, encourage desirable immigration, defend American institutions, and protect American labor' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990112607020203941,1890,1890-1900," 'Caption title.', 'At head of title: 51st Congress, 1st session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
398,ef7ab629d47a264d86189e24e6bacd2d," 'H.R. 13466 in the House of Representatives February 3, 1891, read twice, referred to the Select Committee on Immigration and Naturalization, and ordered to be printed : Mr. Owen, of Indiana, (by request) introduced the following bill : a bill to create a board of women commissioners of immigration' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990112622410203941,1891,1890-1900," 'Caption title.', 'At head of title: 51st Congress, 2d session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
399,efdaac15244440b50fee0389769152e8," 'S. 453, in the Senate of the United States December 4, 1889, Mr. Mitchell introduced the following bill, which was read twice and ordered to lie on the table : a bill to prohibit objectionable foreign immigration, encourage desirable immigration, defend American institutions, and protect American labor' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990112623140203941,1889,1880-1890," 'Caption title.', 'At head of title: 51st Congress, 1st session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
400,58b90b17f724b7c9a0f7776691ea424f," 'Letter from the Secretary of the Treasury transmitting, in response to Senate resolution of March 28, 1890, statement of arrivals of Chinese at the port of San Francisco : April 8, 1890, referred to the Committee on Immigration and ordered to be printed' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990112870980203941,1890,1890-1900," 'Caption title.', 'At head of title: 51st Congress, 1st session.', 'Transmittal letter signed: W. Windom, Secretary.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,    China  ,,,,   United States      China  
401,eee01a5149e0d178d2a7852e376facd7," 'Treaty, laws, and regulations governing the admission of Chinese Regulations approved April 18, 1910', 'Laws, etc' ",http://catalog.hathitrust.org/Record/100787769,1912,1910-1920," 'At head of title: Department of Commerce and Labor, Bureau of Immigration and Naturalization.' ",   United States. Bureau of Immigration and Naturalization  ,    Emigration and immigration law--United States  ,    Chinese--United States  ,,,,,,,,,,   United States. Bureau of Immigration and Naturalization      Emigration and immigration law--United States      Chinese--United States  ,   United States  ,,,,,   United States  
402,81a164d4b1719366b2e7e5289f795ad1," 'A group of immigrants, most wearing fezzes, surrounding a large vessel which is decorated with the star and crescent symbol of the Moslem religion and the Ottoman Turks.' ",https://digitalcollections.nypl.org/items/39a50f00-c6da-012f-a6f8-58d385a7bc34,1902,1900-1910,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
403,8f326ea0973a95073540c61169228070, 'Japanese immigration: the California point of view' ,http://cdm16855.contentdm.oclc.org/cdm/ref/collection/p16855coll4/id/8787,1922,1920-1930," 'Pamphlet describing perspectives on Japanese immigration to California including economics, assimilation, tensions, ""kankodan"" or ""picture brides,"" birth rates, ""Gentleman\'s Agreement"", rights, and regulations.', 'The Japanese American Archival Collection documents the people, places, and daily life of Japanese Americans, primarily those who lived in the once thriving community of pre-war Florin in the Sacramento region, as well as the conditions in American incarceration camps during World War II. The approximately 7,000 original items include personal and official letters, photographs, diaries, arts and crafts, newsletters, textiles, camps artifacts, yearbooks and other publications.' ",   Geographic communities--California  ,    Immigration and citizenship--Law and legislation--Discriminatory laws  ,"    Japanese--Legal status, laws,  etc.--California  ", ,,,,,,,,,"   Geographic communities--California      Immigration and citizenship--Law and legislation--Discriminatory laws      Japanese--Legal status, laws,  etc.--California   ",   Sacramento, California  ,,,,   Sacramento California  
404,5fbb3a4ba2b10437823baeb55f738d30, 'Laws for the Nation; a citizenship reader for use in the public schools by candidates for naturalization' ,http://catalog.hathitrust.org/Record/102152627,1944,1940-1950," 'Issues in books 1-3, prepared for 3 levels of reading ability.' ",   United States. Congress  ,    English language--Textbooks for foreign speakers  ,,,,,,,,,,,   United States. Congress      English language--Textbooks for foreign speakers  ,nan,,,,,nan
405,b724cae8087e8514c5f63da27f742400," 'Uncle Sam, host. Immigrants being served a free meal at Ellis Island.' ",https://digitalcollections.nypl.org/items/35a65190-c6da-012f-931c-58d385a7bc34,1902,1900-1910,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
406,17f79851eb947acda89341a7715d41ac," 'Ferry boat, the Ellis Island, which is also marked Department of Commerce and Labor, U.S. Immigration Service.' ",https://digitalcollections.nypl.org/items/38785cc0-c6da-012f-d7e1-58d385a7bc34,1902,1900-1910,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,,,,,,,,,,,,   Ellis Island Immigration Station (N.Y. and N.J.)  ,nan,,,,,nan
407,058c8ac6767f4115e4dc971e4440994c," 'H.R. 11280, in the House of Representatives May 4, 1900, Mr. Baker introduced the following bill, which was referred to the Committee on Immigration and Naturalization and ordered to be printed : A bill to repeal certain Acts relating to Chinese immigration, and for other purposes' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100021120203941,1900,1900-1910," 'Caption title.', 'At head of title: 56th Congress, 1st session.' ",   Chinese  ,    Immigrants  ,    Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,   Chinese      Immigrants      Emigration and immigration law      Emigration and immigration  ,   United States  ,    China  ,,,,   United States      China  
408,677a95c57fafa25095839cc285bd05d2," 'H.R. 8425, in the House of Representatives December 15, 1905, Mr. Hayes introduced the following bill, which was referred to the Committee on Immigration and Naturalization and ordered to be printed : a bill to amend an act entitled ""an Act to regulate the immigration of aliens into the United States.""' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100028840203941,1905? ,," 'Caption title.', 'At head of title: 59th Congress, 1st session.' ",   Emigration and immigration law  ,    Poll tax  ,    Emigration and immigration  ,,,,,,,,,,   Emigration and immigration law      Poll tax      Emigration and immigration  ,   United States  ,,,,,   United States  
409,a862a5b6c35976a404e47d51ceab8e94," 'H.R. 9899, in the House of Representatives December 15, 1892, referred to the Select Committee on Immigration and Naturalization and ordered to be printed : Mr. Brosius introduced the following bill : a bill to provide for the improvement of the federal quarantine service, and for the temporary suspension of immigration' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100066640203941,1892? ,," 'Caption title.', 'At head of title: 52d Congress, 2d session.' ",   Quarantine  ,    Law and legislation  ,    Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,   Quarantine      Law and legislation      Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
410,e314b33ffafd4840fcef44334ad4fd90," 'H.R. 9999 (report no. 2197), in the House of Representatives December 22, 1892, referred to the House Calendar and ordered to be printed : Mr. Stump, from the Select Committee on Immigration and Naturalization, reported the following bill in lieu for H.R. 9980 : a bill for the establishment of a foreign quarantine, and suspension of immigration under certain conditions' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100066670203941,1892? ,," 'Caption title.', 'At head of title: 52d Congress, 2d session.' ",   Quarantine  ,    Law and legislation  ,    Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,   Quarantine      Law and legislation      Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
411,550a06dcdc8c02a5b93da4fe5819953d," 'H.R. 5246, in the Senate of the United States July 23, 1894, read twice and referred to the Committee on Immigration : August 2, 1894, reported by Mr. Hill with an amendment, viz ... : an act providing for the inspection of immigrants by United States consuls' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100120220203941,1894,1890-1900," 'Caption title.', 'At head of title: 53d Congress, 2d session.', '""Strike out all after the enacting clause and insert the part printed in italics.""', '""Passed the House of Representatives July 20, 1894""--P. 6.' ",   Emigration and immigration law  ,    Anarchists  ,    Government policy  ,    Emigration and immigration  ,,,,,,,,,   Emigration and immigration law      Anarchists      Government policy      Emigration and immigration  ,   United States  ,,,,,   United States  
412,157fdeab85124dc38f16a2b549cb5af0, 'American deportation and exclusion laws : a report' ,http://catalog.hathitrust.org/Record/005594518,1919,1920-1930," 'Cover title.', 'Includes bibliographical footnotes.' ",   Emigration and immigration law--United States  ,    Aliens--United States  ,,,,,,,,,,,   Emigration and immigration law--United States      Aliens--United States  ,   United States  ,,,,,   United States  
413,4609b9c078704519a0cbbe0ffdf00e5b," 'Letter from the Secretary of the Treasury transmitting, in further response to Senate resolution of March 28, information relative to the immigration of Chinese : April 9, 1890, referred to the Committee on Immigration' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990112871860203941,1890,1890-1900," 'Caption title.', 'At head of title: 51st Congress, 1st session.', 'Transmittal letter signed: Wm. Windom, Secretary.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,    China  ,,,,   United States      China  
414,dc0d05a66328da3b9e2da6c473e29285, 'A bill to prohibit immigration of all skilled and unskilled foreign manual labor' ,https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099803250203941,1897,1890-1900," 'Caption title.', 'At head of title: 55th Congress, 2d session, H.R. 4409, in the House of Representatives.', '""December 9, 1897. Mr. Barham introduced the following bill; which was referred to the Committee on Immigration and Naturalization and ordered to be printed.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
415,f8ad9460297f4427b47222ab600006b0," 'Hearings before Committee on Immigration and Naturalization, House of Representatives, on S. 5083' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099814260203941,1908,1900-1910," 'Hearings held during the 60th Congress, 1st session, March 24, 1908.' ",   Steamboats  ,    Passenger accommodation  ,    Emigration and immigration law  ,    Ships  ,    Safety measures  ,    Legislative hearings  ,    Emigration and immigration  ,,,,,,   Steamboats      Passenger accommodation      Emigration and immigration law      Ships      Safety measures      Legislative hearings      Emigration and immigration  ,   United States  ,,,,,   United States  
416,2258db3b7f1753d10d467233cdb0773b," 'Immigration of aliens into the United States December 16, 1913, referred to the House Calendar and ordered to be printed : Mr. Burnett, from the Committee on Immigration and Naturalization, submitted the following report (to accompany H.R. 6060)' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099849150203941,1913? ,," 'Caption title.', 'House calendar no. 40, H.R. 6060 (report no. 149), in the House of Representatives : June 13, 1913, Mr. Burnett introduced the following bill, which was referred to the Committee on Immigration and Naturalization and ordered to be printed : December 16, 1913, reported with amendments referred to the House Calendar, and ordered to be printed ... a bill to regulate the immigration of aliens to and residence of aliens in the United States: p. 9-25.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
417,99fb3a55fc6e806fa901d1cb418ba099," 'Hearings before the Committee on Immigration and Naturalization of the House of Representatives, January 23, 1906, to March 6, 1906, inclusive on the bills to establish a bureau of naturalization, and to provide for a uniform rule for the naturalization of aliens throughout the United States, and on different bills referring to the subject of restricting immigration' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099855480203941,1906,1900-1910," 'Benjamin F. Howell, chairman.', 'Running title: ""Uniform rule for naturalization of aliens."" Under this title has also been printed p. 3-54 of these ""Hearings.""' ",   Emigration and immigration law  ,    Naturalization  ,    Emigration and immigration  ,,,,,,,,,,   Emigration and immigration law      Naturalization      Emigration and immigration  ,   United States  ,,,,,   United States  
418,72aec0482d949ad50e4355f9606353d0," 'S. 4403 (report no. 4912) in the House of Representatives May 24, 1906, referred to the Committee on Immigration and Naturalization : June 11, 1906, reported with an amendment, committed to the Committee of the Whole House on the state of the Union, and ordered to be printed ... : an act to amend an act entitled ""an Act to regulate the immigration of aliens in the United States,"" approved March third, nineteen hundred and three' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100044410203941,1906,1900-1910," 'Caption title.', 'At head of title: 59th Congress, 1st session.', '""(Strike out all after the enacting clause and insert the part printed in italics.)""', '""Passed the Senate May 23, 1906""--P. 57.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
419,b0dd1809c17a66331cd89121e3b73af3," 'H.R. 32, in the House of Representatives January 5, 1892, read twice, referred to the Select Committee on Immigration and Naturalization, and ordered to be printed : Mr. Geary introduced the following bill : a bill to regulate immigration' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100066440203941,1892,1890-1900," 'Caption title.', 'At head of title: 52d Congress, 1st session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
420,6273d4dbc7c4b742d647f258890023a6," 'Immigration of aliens, etc Mr. Burnett, from the committee of conference, submitted the following conference report (to accompany S. 3175)' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100135880203941,1913,1910-1920," '""January 16, 1913 -- Ordered to be printed.""', 'John L. Burnett, Augustus P. Gardner, managers on the part of the House; H.C. Lodge, Wm. P. Dillingham, managers on the part of the Senate.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
421,cf742dca460437657a411642e9085e00," 'Emergency immigration legislation Mr. Dillingham, from the Committee on Immigration, submitted the following Report, (to accompany H.R. 14461)' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990064493300203941,,," 'Caption title.', '""February 14 (calendar day, February 15), 1921 -- Ordered to be printed.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
422,ca51a3a695e9807577dc945e16d8dfe4," 'Industrial conditions in Hawaiian Islands. Letter from the Commissioner General of Immigration transmitting report on industrial conditions in the Territory of Hawaii, together with other correspondence relating thereto. May 23, 1913. -- Ordered to be printed' ",http://catalog.gpo.gov/F/?func=direct&doc_number=001189424&format=999,1913,1910-1920," 'Batch processed record: Metadata reviewed, not verified. Some fields updated by batch processes.', 'FDLP item number not assigned.' ",   Food prices  ,    Homestead law  ,    Housing  ,    Emigration and immigration  ,    Immigration courts  ,    Strikes and lockouts  ,    Sugar trade  ,    Territories and possessions  ,    Wages  ,    Work environment  ,,,   Food prices      Homestead law      Housing      Emigration and immigration      Immigration courts      Strikes and lockouts      Sugar trade      Territories and possessions      Wages      Work environment  ,nan,,,,,nan
423,9f1a88d0a4b451b9dd0bbbb0805dccd3," 'Quota preferences for certain immigrants : hearings before the Committee on Immigration and Naturalization, House of Representatives, Seventy-first Congress, second session, on H.R. 7258. Statements of W.W. Husband, P.F. Snyder, J.F. Simmons, W.C. Roberts, January 21, 1930' ",http://catalog.hathitrust.org/Record/100674610,1930,1930-1940," '""Hearing No. 71.2.3.""' ",   Emigration and immigration law--United States  ,    United States--Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law--United States      United States--Emigration and immigration  ,   United States  ,,,,,   United States  
424,d513dcb97eabbe036ce3d863e9840b00, 'Interviewing an immigrant' ,http://umedia.lib.umn.edu/item/p16022coll137:377,1936,1930-1940," 'Kyra Malkovsky interviews two women. According to the note on the back of this photo, the women are discussing naturalization. During the 1930s, Kyra Malkovsky worked as the Director of Advisory Services at the International Institute of New York City.' ",   Immigration issues  ,    Naturalization  ,    Social services  ,    Women  ,    International Institute  ,,,,,,,,   Immigration issues      Naturalization      Social services      Women      International Institute  ,[{ coordinates :  40.71427,-74.00597,  name :  New York  ,,,[{ coordinates :  40.71427-74.00597  name :  New York  
425,87c17a760a5d852a0713744a70af5207, 'Adult immigrant students' ,http://umedia.lib.umn.edu/item/p16022coll137:1174,1941,1940-1950," 'Adult immigrant students sit at a table at the International Institute, St. Louis, Missouri.' ",   Education  ,    International Institute of Saint Louis (Missouri)  ,    Social services  ,    Work Progress Administration (U.S.)  ,,,,,,,,,   Education      International Institute of Saint Louis (Missouri)      Social services      Work Progress Administration (U.S.)  ,[{ coordinates :  38.62727,-90.19789,  name :  St Louis  ,,,[{ coordinates :  38.62727-90.19789  name :  St Louis  
426,fabd9b427a4bbfdc8ed001c074bdb3dd," 'A report of the Special committee on immigration and naturalization, submitting a research on Conquest by immigration, a study of the United States as the receiver of old world emigrants who become the parents of future-born Americans' ",http://catalog.hathitrust.org/Record/010436553,1939,1930-1940," 'At head of title: Chamber of commerce of the state of New York', 'Cover-title' ",   Immigrants--United States  ,    Emigration and immigration law--United States  ,    United States--Emigration and immigration  ,,,,,,,,,,   Immigrants--United States      Emigration and immigration law--United States      United States--Emigration and immigration  ,   United States  ,,,,,   United States  
427,484141268b61981452c000dc47ca16a4," 'Registration of aliens Hearings before the Committee on immigration and naturalization, House of representatives, Sixty-fourth Congress, second session, on H.R. 20936, Wednesday, February 28, 1917' ",http://catalog.hathitrust.org/Record/100431316,1917,1910-1920," '""Restrictions on aliens in Great Britain, France, Italy, Germany, Austria-Hungary, since the beginning of the European war""  comp. by the Legislative reference bureau, Library of Congress : p. 4-18.', 'John L. Burnett, chairman.' ",   Immigrants--United States  ,    Aliens--United States  ,"    World War, 1914-1918--Law and legislation  ", ,,,,,,,,,"   Immigrants--United States      Aliens--United States      World War, 1914-1918--Law and legislation   ",   United States  ,,,,,   United States  
428,6257fd5e2461e2a862f7de16ffef1566," 'Relative to citizenship of American women married to foreigners Hearings before the Committee on immigration and naturalization, House of representatives, Sixty-fifth Congress, second session  December 13-14, 1917 ' ",http://catalog.hathitrust.org/Record/008398309,1918,1920-1930,,   Citizenship  ,"    Women--Legal status,  laws,  etc.--United States  ", ,,,,,,,,,,"   Citizenship      Women--Legal status,  laws,  etc.--United States   ",   United States  ,,,,,   United States  
429,d082f15360bb761dec7e81ed0a31590e," 'Immigration official points out New York city skyline to immigrant children, 1920 (""Their First View of the World\'s Wonder City"")' ",http://name.umdl.umich.edu/IC-BHL-X-HS2503%5DHS2503,1920,1920-1930,,,,,,,,,,,,,,,nan,,,,,nan
430,a12443fc110da0624f26d71e0bc88375, 'Laws for the Nation; a citizenship reader for use in the public schools by candidates for naturalization' ,http://catalog.hathitrust.org/Record/102258972,1944,1940-1950," 'Issued in the Federal textbook on citizenship series.', 'Library has issues M22-23, 1953.' ",   United States. Congress  ,,,,,,,,,,,,   United States. Congress  ,nan,,,,,nan
431,4b1eb84adb4582efa099a0de477ee05b, 'Report of the Commission of Immigration of the state of New Jersey.' ,http://hdl.handle.net/10929/46796,1914,1910-1920," 'Introduction.--General social conditions of aliens.--Transportation.--Agriculture.--Foreign-born in industry.--Shoe-shining parlors.--Private employment agencies.--State free employment agencies.--Arbitration.--Private bankers and money transmitters.--Fraternal beneficiary societies.--Notaries public.--Justices of the peace.--Education of the alien.--Naturalization.--Conclusions.--Summary of recommendations.--Appendices.', 'Appointed pursuant to the provisions of chapter 362 of the laws of 1911.', 'Wm. Fellowes Morgan, chairman.' ",   Emigration and immigration law -- New Jersey  ,    Immigrants -- Employment -- New Jersey  ,    Immigrants -- Education -- New Jersey  ,    Mmigrants -- Crimes against -- New Jersey  ,    New Jersey -- Emigration and immigration -- Government policy  ,,,,,,,,   Emigration and immigration law -- New Jersey      Immigrants -- Employment -- New Jersey      Immigrants -- Education -- New Jersey      Mmigrants -- Crimes against -- New Jersey      New Jersey -- Emigration and immigration -- Government policy  ,nan,,,,,nan
432,95b01b385f3194f4854f81ce90d99e8d, 'Americans all immigrants all' ,http://umedia.lib.umn.edu/item/p16022coll137:411,1939,1930-1940," 'Cover illustration for AMERICANS ALL IMMIGRANTS ALL, a companion guide to a series of radio broadcasts spotlighting the contributions of various cultural groups, produced by the Department of the Interior Office of Education and the Works Progress Administration.' ",   Broadcasting  ,    Education  ,    Publishing  ,    United States. Department of the Interior  ,    Work Progress Administration (U.S.)  ,,,,,,,,   Broadcasting      Education      Publishing      United States. Department of the Interior      Work Progress Administration (U.S.)  ,nan,,,,,nan
433,072f94a012bd175bfdac38b73064167f," ""The immigration bill and the President's veto speeches of Hon. Caleb Powers, of Kentucky, and Hon. Richard W. Austin, of Tennessee, in the House of Representatives, Thursday, February 4, 1915"" ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990077714890203941,1915,1910-1920," 'Caption title.', '""The House had under consideration the veto message of the President on the act (H.R. 6060) to regulate the immigration of aliens to and the residence of aliens in the United States.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,    Speeches in Congress  ,,,,,,,,,,   Emigration and immigration law      Emigration and immigration      Speeches in Congress  ,   United States  ,,,,,   United States  
434,07fca379e3da991fff0a0e1e739fafd4," 'Immigration of aliens into the United States Mr. Gardner of Massachusetts, from the Committee on Immigration and Naturalization, submitted the following report (to accompany H.R. 15413)' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099907280203941,1911,1910-1920," 'Caption title.', '""January 20, 1911.--Referred to the House Calendar and ordered to be printed.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
435,5f6c7b8508f915dacc3832deb1dc19e8," 'Immigration of aliens into the United States Mr. Bennet of New York, from the Committee on Immigration and Naturalization, submitted the following as the views of the minority (to accompany H.R. 15413)' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099912040203941,1911,1910-1920," 'Caption title.', '""January 28, 1911.--Referred to the House calendar and ordered to be printed.""' ",   Emigration and immigration law  ,    Reading  ,    Ability testing  ,    Emigration and immigration  ,,,,,,,,,   Emigration and immigration law      Reading      Ability testing      Emigration and immigration  ,   United States  ,,,,,   United States  
436,83444c457731cab76eb3975a41ca16d5," 'Regulation of aliens statements before the Committee on Immigration, United States Senate, on the bill (H.R. 12199) to regulate the immigration of aliens into the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990099925940203941,1902,1900-1910,,   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
437,f830768b72c5d34c658ef21051b50926," 'Immigration of aliens into the United States Mr. Burnett, from the Committee on Immigration and Naturalization, submitted the following Report (to accompany H.R. 10384)' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100014800203941,1916,1910-1920," 'Caption title.', '""January 31, 1916 -- Committed to the Committee of the Whole House on the state of the Union and ordered to be printed.""' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
438,0e41bb008a8bc2ca7675e1e3c439f7d6," 'The Junior Order and the immigration bill remarks of Hon. Sam J. Nicholls, of South Carolina, in the House of Representatives, Monday, March 27, 1916' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100016070203941,1916,1910-1920, 'Caption title.' ,   Emigration and immigration law  ,    Emigration and immigration  ,    Junior Order United American Mechanics  ,,,,,,,,,,   Emigration and immigration law      Emigration and immigration      Junior Order United American Mechanics  ,   United States  ,,,,,   United States  
439,ebe23eac79b1959ff04cf95e406364fa," 'S. 4403, in the Senate of the United States February 14, 1906, Mr. Dillingham introduced the following bill, which was read twice and referred to the Committee on Immigration : a bill to amend an act entitled ""an Act to regulate the immigration of aliens into the United States,"" approved March third, nineteen hundred and three' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100042820203941,1906,1900-1910," 'Caption title.', 'At head of title: 59th Congress, 1st session.' ",   Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,,,   Emigration and immigration law      Emigration and immigration  ,   United States  ,,,,,   United States  
440,d01d658c6f6aa383c21c5e045ae73b18," 'H.R. 3062, in the House of Representatives December 6, 1901, Mr. Bromwell introduced the following bill, which was referred to the Committee on Foreign Affairs and ordered to be printed : A bill to continue in force laws prohibiting the coming of Chinese into the United States' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100043550203941,1901,1900-1910," 'Caption title.', 'At head of title: 57th Congress, 1st session.' ",   Chinese  ,    Immigrants  ,    Emigration and immigration law  ,    Emigration and immigration  ,,,,,,,,,   Chinese      Immigrants      Emigration and immigration law      Emigration and immigration  ,   United States  ,    China  ,,,,   United States      China  
441,2be55e789bc61eb8e8801856ecfafac1," 'H.R. 5817, in the House of Representatives December 13, 1901, Mr. Shattuc introduced the following bill, which was referred to the Committee on Immigration and Naturalization and ordered to be printed : A bill to regulate the immigration of aliens into the United States and territory appurtenant thereto, its territories, and the District of Columbia' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100048500203941,1901,1900-1910," 'Caption title.At head of title: 57th Congress, 1st session.' ",   Emigration and immigration law  ,,,,,,,,,,,,   Emigration and immigration law  ,   United States  ,,,,,   United States  
442,c966732bdf0861eb6b159ee99c46d03c," 'H.R. 9396 (report no. 2549), in the House of Representatives June 29, 1892, referred to the Committee on Foreign Affairs and ordered to be printed : February 23, 1893, reported with amendements, referred to the House Calendar, and ordered to be printed ... : Mr. Andrew introduced the following bill : a bill to amend ""an act to prohibit the coming of Chinese persons into the United States"" so as to permit persons of African descent to become witnesses in a court of law.""' ",https://id.lib.harvard.edu/curiosity/immigration-to-the-united-states-1789-1930/39-990100066610203941,1892,1890-1900," 'Caption title.', 'At head of title: 52d Congress, 2d session.' ",   African Americans  ,"    Legal status,  laws,  etc  ",   Emigration and immigration law  ,    Witnesses  , ,,,,,,,,"   African Americans      Legal status,  laws,  etc     Emigration and immigration law      Witnesses   ",   United States  ,,,,,   United States  
